Pavadinimas,Metai,Kėbulo tipas,Kaina,Kuras,Pavarų dėžė,Variklis,Rida,Miestas,Nuoroda
Skoda Octavia,2016-02,Universalas,8 399 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",224 800 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2016-dyzelinas-29828730.html
Skoda Superb,2014,Universalas,8 290 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",252 517 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2014-dyzelinas-30056523.html
Skoda Octavia,2016-02,Sedanas,8 900 €,Benzinas / dujos,Mechaninė,"1.4 l., 81 kW",109 491 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-sedanas-2016-benzinas-dujos-29837966.html
Skoda Octavia,2018-06,Universalas,8 590 €,Benzinas,Mechaninė,"1.4 l., 110 kW",223 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2018-benzinas-29897928.html
Skoda Octavia,2017-12,Sedanas,8 900 €,Benzinas,Mechaninė,"1.4 l., 110 kW",190 000 km,Vievis,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-sedanas-2017-benzinas-29748231.html
Skoda Octavia,2018-05,Hečbekas,8 490 €,Benzinas,Automatinė,"1.4 l., 110 kW",224 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-hecbekas-2018-benzinas-29689121.html
Skoda Octavia,2018-03,Universalas,8 900 €,Benzinas,Mechaninė,"1.4 l., 110 kW",190 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2018-benzinas-29803893.html
Skoda Octavia,2016-05,Universalas,8 200 €,Benzinas,Mechaninė,"1.4 l., 110 kW",,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2016-benzinas-29687721.html
Skoda Octavia,2014-02,Universalas,8 800 €,Benzinas,Automatinė,"1.4 l., 103 kW",211 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2014-benzinas-29523210.html
Skoda Yeti,2017-03,Vienatūris,8 999 €,Benzinas,Automatinė,"1.2 l., 81 kW",118 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-yeti-1-2-l-vienaturis-2017-benzinas-29747397.html
Skoda Kamiq,2019-12,Visureigis / Krosoveris,8 500 €,Benzinas,Mechaninė,"1.0 l., 85 kW",197 309 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kamiq-1-0-l-visureigis-krosoveris-2019-benzinas-29331478.html
Skoda Octavia,2019-04,Universalas,8 500 €,Benzinas,Automatinė,"1.0 l., 85 kW",209 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-universalas-2019-benzinas-29869624.html
Skoda Fabia,2020-04,Universalas,8 999 €,Benzinas,Mechaninė,"1.0 l., 70 kW",141 399 km,Kaunas,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-universalas-2020-benzinas-29921365.html
Skoda Rapid,2018-06,Hečbekas,8 500 €,Benzinas,Automatinė,"1.0 l., 70 kW",189 500 km,Kaunas,https://autoplius.lt/skelbimai/skoda-rapid-1-0-l-hecbekas-2018-benzinas-29694689.html
Skoda Fabia,2021-12,Hečbekas,8 200 €,Benzinas,Mechaninė,"1.0 l., 70 kW",175 121 km,Tauragė,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-hecbekas-2021-benzinas-30029181.html
Skoda Rapid,2019-07,Hečbekas,8 999 €,Benzinas,Mechaninė,"1.0 l., 70 kW",38 462 km,Pasvalys,https://autoplius.lt/skelbimai/skoda-rapid-1-0-l-hecbekas-2019-benzinas-29769703.html
Skoda Kodiaq,2017-10,Visureigis / Krosoveris,9 450 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",350 000 km,Vievis,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2017-dyzelinas-30069181.html
Skoda Octavia,2020-06,Universalas,9 990 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",277 960 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2020-dyzelinas-29044969.html
Skoda Octavia,2017-01,Universalas,9 250 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",335 000 km,Plungė,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-29685933.html
Skoda Octavia,2016,Hečbekas,9 300 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",105 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2016-dyzelinas-29821205.html
Skoda Superb,2016-10,Universalas,9 300 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",277 462 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2016-dyzelinas-29717507.html
Skoda Superb,2018-11,Universalas,9 999 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",255 015 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2018-dyzelinas-28727371.html
Skoda Superb,2017-06,Hečbekas,9 700 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",291 400 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2017-dyzelinas-30037621.html
Skoda Octavia,2019-04,Universalas,9 250 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",290 000 km,Anykščiai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-dyzelinas-29013803.html
Skoda Superb,2015-08,Hečbekas,9 800 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",260 000 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2015-dyzelinas-29770913.html
Skoda Octavia,2020-06,Universalas,9 998 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",247 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2020-dyzelinas-29867940.html
Skoda Yeti,2015-05,Vienatūris,9 950 €,Dyzelinas,Automatinė,"2.0 l., 103 kW",339 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-vienaturis-2015-dyzelinas-29810859.html
Skoda Octavia Scout,2017-11,Universalas,9 999 €,Benzinas,Automatinė,"1.8 l., 132 kW",207 406 km,Kretinga,https://autoplius.lt/skelbimai/skoda-octavia-scout-1-8-l-universalas-2017-benzinas-30033247.html
Skoda Octavia,2018-01,Universalas,9 500 €,Benzinas,Automatinė,"1.8 l., 132 kW",236 753 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-8-l-universalas-2018-benzinas-29917365.html
Skoda Superb,2017-12,Universalas,9 200 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",259 165 km,Telšiai,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2017-dyzelinas-29293304.html
Skoda Superb,2017-05,Hečbekas,9 400 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",259 435 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-hecbekas-2017-dyzelinas-29078787.html
Skoda Superb,2016-09,Hečbekas,9 900 €,Dyzelinas,Mechaninė,"1.6 l., 88 kW",259 037 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-hecbekas-2016-dyzelinas-30055071.html
Skoda Superb,2018-05,Universalas,9 400 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",252 019 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2018-dyzelinas-29989481.html
Skoda Superb,2017-08,Universalas,9 400 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",290 584 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2017-dyzelinas-30000967.html
Skoda Superb,2018-12,Universalas,9 900 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",250 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2018-dyzelinas-30070887.html
Skoda Superb,2018-05,Universalas,9 200 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",238 424 km,Telšiai,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2018-dyzelinas-29423742.html
Skoda Superb,2016-02,Universalas,9 950 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",258 567 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2016-dyzelinas-29870034.html
Skoda Superb,2016-10,Universalas,9 950 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",244 226 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2016-dyzelinas-29834030.html
Skoda Octavia,2018-10,Universalas,9 650 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",290 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-29678141.html
Skoda Octavia,2018-05,Universalas,9 900 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",191 388 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-30019477.html
Skoda Octavia,2019-11,Universalas,9 700 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",228 000 km,Joniškis,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2019-dyzelinas-29971203.html
Skoda Octavia,2018-11,Hečbekas,9 000 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",203 000 km,Vievis,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2018-dyzelinas-29945791.html
Skoda Octavia,2019,Universalas,9 500 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",280 347 km,"Rīga, Latvija",https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2019-dyzelinas-29282964.html
Skoda Octavia,2018-06,Universalas,9 000 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",252 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-29782335.html
Skoda Octavia,2019-07,Universalas,9 090 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",187 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2019-dyzelinas-29831068.html
Skoda Octavia,2018-05,Universalas,9 500 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",248 062 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-29864968.html
Skoda Octavia,2017-11,Universalas,9 300 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",284 588 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2017-dyzelinas-29919125.html
Skoda Octavia,2017-04,Hečbekas,9 150 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",154 600 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2017-dyzelinas-29881564.html
Skoda Octavia,2016-12,Hečbekas,9 699 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",127 937 km,Kretinga,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2016-dyzelinas-28966527.html
Skoda Octavia,2017-11,Universalas,9 400 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",192 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2017-dyzelinas-29824726.html
Skoda Octavia,2020-07,Hečbekas,9 800 €,Benzinas,Automatinė,"1.5 l., 110 kW",179 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-hecbekas-2020-benzinas-29923363.html
Skoda Octavia,2015,Hečbekas,9 000 €,Benzinas,Mechaninė,"1.4 l., 103 kW",141 838 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-hecbekas-2015-benzinas-30032705.html
Skoda Scala,2020,Hečbekas,9 400 €,Benzinas,Automatinė,"1.0 l., 85 kW",199 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-scala-1-0-l-hecbekas-2020-benzinas-29140237.html
Skoda Octavia,2019-04,Universalas,9 200 €,Benzinas,Automatinė,"1.0 l., 85 kW",218 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-universalas-2019-benzinas-29561935.html
Skoda Superb,2018-03,Hečbekas,10 500 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",350 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2018-dyzelinas-29472236.html
Skoda Superb,2017-02,Hečbekas,10 500 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",343 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2017-dyzelinas-29971225.html
Skoda Kodiaq,2018-02,Visureigis / Krosoveris,10 750 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",215 000 km,Alytus,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2018-dyzelinas-29982209.html
Skoda Superb,2015-12,Hečbekas,10 600 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",308 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2015-dyzelinas-30063495.html
Skoda Octavia,2019-03,Universalas,10 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",280 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-dyzelinas-30060853.html
Skoda Octavia,2017-11,Universalas,10 300 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",255 000 km,Mažeikiai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-26909423.html
Skoda Superb,2018-01,Universalas,10 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",310 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2018-dyzelinas-29751269.html
Skoda Superb,2018-04,Sedanas,10 600 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",223 399 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2018-dyzelinas-29801033.html
Skoda Superb,2015-11,Universalas,10 300 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",309 000 km,Vilkaviškis,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2015-dyzelinas-29880086.html
Skoda Octavia,2018,Universalas,10 500 €,Benzinas,Automatinė,"1.8 l., 132 kW",166 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-8-l-universalas-2018-benzinas-29773865.html
Skoda Superb,2016-03,Hečbekas,10 750 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",268 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-hecbekas-2016-dyzelinas-29461334.html
Skoda Superb,2018-02,Hečbekas,10 600 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",140 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-hecbekas-2018-dyzelinas-28608879.html
Skoda Superb,2017-05,Sedanas,10 000 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",266 000 km,Kėdainiai,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-sedanas-2017-dyzelinas-29833412.html
Skoda Superb,2017-07,Universalas,10 500 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",277 700 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2017-dyzelinas-30039023.html
Skoda Octavia,2018-09,Sedanas,10 800 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",123 000 km,Anykščiai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-sedanas-2018-dyzelinas-29924123.html
Skoda Octavia,2018-08,Universalas,10 250 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",247 769 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-29334964.html
Skoda Octavia,2018-08,Universalas,10 769 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",248 000 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-29458264.html
Skoda Octavia,2017-02,Universalas,10 750 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",174 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2017-dyzelinas-30071465.html
Skoda Octavia,2021-08,Universalas,10 600 €,Benzinas / dujos,Automatinė,"1.5 l., 96 kW",195 868 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2021-benzinas-dujos-29597543.html
Skoda Octavia,2019-10,Sedanas,10 150 €,Benzinas,Automatinė,"1.5 l., 110 kW",245 530 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-sedanas-2019-benzinas-29532497.html
Skoda Octavia,2018-01,Sedanas,10 200 €,Benzinas,Automatinė,"1.4 l., 110 kW",176 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-sedanas-2018-benzinas-29534235.html
Skoda Superb,2016-01,Universalas,10 300 €,Benzinas,Automatinė,"1.4 l., 110 kW",151 227 km,Jurbarkas,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2016-benzinas-29637899.html
Skoda Superb,2017-09,Universalas,10 900 €,Benzinas,Automatinė,"1.4 l., 110 kW",326 500 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2017-benzinas-29989257.html
Skoda Karoq,2018-01,Visureigis / Krosoveris,10 950 €,Benzinas,Automatinė,"1.0 l., 85 kW",202 200 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-karoq-1-0-l-visureigis-krosoveris-2018-benzinas-29906070.html
Skoda Scala,2020-08,Hečbekas,10 450 €,Benzinas,Automatinė,"1.0 l., 85 kW",187 903 km,Vilnius,https://autoplius.lt/skelbimai/skoda-scala-1-0-l-hecbekas-2020-benzinas-29784177.html
Skoda Karoq,2018-04,Visureigis / Krosoveris,10 950 €,Benzinas,Automatinė,"1.0 l., 85 kW",225 600 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-karoq-1-0-l-visureigis-krosoveris-2018-benzinas-29939211.html
Skoda Scala,2020-08,Hečbekas,10 850 €,Benzinas,Automatinė,"1.0 l., 85 kW",165 788 km,Vilnius,https://autoplius.lt/skelbimai/skoda-scala-1-0-l-hecbekas-2020-benzinas-29784171.html
Skoda Octavia,2021-05,Universalas,10 500 €,Benzinas,Mechaninė,"1.0 l., 81 kW",244 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-universalas-2021-benzinas-29561701.html
Skoda Octavia,2021-04,Universalas,10 200 €,Benzinas,Mechaninė,"1.0 l., 81 kW",185 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-universalas-2021-benzinas-29709511.html
Skoda Fabia,2021-07,Hečbekas,10 400 €,Benzinas,Automatinė,"1.0 l., 70 kW",70 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-hecbekas-2021-benzinas-29693255.html
Skoda Fabia,2023-02,Visureigis / Krosoveris,10 878 €,Benzinas,Mechaninė,"1.0 l., 70 kW",161 537 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-visureigis-krosoveris-2023-benzinas-30071541.html
Skoda Scala,2022-01,Hečbekas,10 300 €,Benzinas,Mechaninė,"1.0 l., 70 kW",89 405 km,Vilnius,https://autoplius.lt/skelbimai/skoda-scala-1-0-l-hecbekas-2022-benzinas-29991603.html
Skoda Octavia,2015,Universalas,11 300 €,Dyzelinas,Mechaninė,"2.0 l., 156 kW",222 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2015-dyzelinas-29729899.html
Skoda Superb,2015-11,Hečbekas,11 500 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",310 000 km,Alytus,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2015-dyzelinas-30002175.html
Skoda Superb,2016-07,Hečbekas,11 800 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",290 243 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2016-dyzelinas-29446416.html
Skoda Octavia,2016-01,Sedanas,11 450 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-sedanas-2016-dyzelinas-30047303.html
Skoda Octavia,2017-06,Hečbekas,11 450 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",271 500 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2017-dyzelinas-29958543.html
Skoda Octavia,2019-07,Universalas,11 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",208 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-dyzelinas-28430866.html
Skoda Octavia,2021,Universalas,11 200 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",189 675 km,Tauragė,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-dyzelinas-30073007.html
Skoda Superb,2021-05,Hečbekas,11 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",415 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2021-dyzelinas-29981369.html
Skoda Superb,2016-07,Hečbekas,11 700 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",267 000 km,Vilkaviškis,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2016-dyzelinas-29781349.html
Skoda Octavia,2017-12,Universalas,11 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",240 000 km,Telšiai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-29690447.html
Skoda Superb,2016-08,Universalas,11 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",213 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2016-dyzelinas-30028931.html
Skoda Superb,2017-01,Hečbekas,11 500 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",164 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2017-dyzelinas-29710959.html
Skoda Octavia,2021-06,Hečbekas,11 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",284 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2021-dyzelinas-29694865.html
Skoda Superb,2016,Hečbekas,11 999 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",226 862 km,Radviliškis,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2016-dyzelinas-29664251.html
Skoda Superb,2017-02,Hečbekas,11 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",340 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2017-dyzelinas-29662189.html
Skoda Octavia,2017-12,Sedanas,11 000 €,Benzinas,Automatinė,"1.8 l., 132 kW",141 500 km,Trakai,https://autoplius.lt/skelbimai/skoda-octavia-1-8-l-sedanas-2017-benzinas-30011327.html
Skoda Octavia,2018-01,Hečbekas,11 000 €,Benzinas,Automatinė,"1.8 l., 132 kW",234 755 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-8-l-hecbekas-2018-benzinas-29829432.html
Skoda Superb,2018,Universalas,11 000 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",215 729 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2018-dyzelinas-29682969.html
Skoda Superb,2017-10,Universalas,11 700 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",132 168 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2017-dyzelinas-30040335.html
Skoda Octavia,2020-10,Universalas,11 450 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",216 686 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2020-dyzelinas-29447860.html
Skoda Octavia,2019,Hečbekas,11 300 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",140 000 km,Mažeikiai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2019-dyzelinas-29458550.html
Skoda Karoq,2018-09,Visureigis / Krosoveris,11 900 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",182 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-karoq-1-6-l-visureigis-krosoveris-2018-dyzelinas-30022815.html
Skoda Octavia,2019-09,Universalas,11 495 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",220 121 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2019-dyzelinas-29944649.html
Skoda Octavia,2018-09,Hečbekas,11 500 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",145 000 km,Šalčininkai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2018-dyzelinas-29495132.html
Skoda Octavia,2019-06,Hečbekas,11 300 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",169 009 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2019-dyzelinas-29559073.html
Skoda Octavia,2019-11,Universalas,11 200 €,Benzinas,Automatinė,"1.5 l., 110 kW",201 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2019-benzinas-29609625.html
Skoda Superb,2017-12,Universalas,11 500 €,Benzinas,Automatinė,"1.4 l., 110 kW",218 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2017-benzinas-29865590.html
Skoda Octavia,2019-04,Hečbekas,11 955 €,Benzinas,Automatinė,"1.0 l., 85 kW",94 611 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-hecbekas-2019-benzinas-29323228.html
Skoda Scala,2020,Hečbekas,11 990 €,Benzinas,Automatinė,"1.0 l., 85 kW",239 007 km,Kaunas,https://autoplius.lt/skelbimai/skoda-scala-1-0-l-hecbekas-2020-benzinas-29336920.html
